iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
NOR,Europe,Norway,2020-11-08,24732,489,585.286,285,0,0.429,4562.054,90.201,107.962,52.571,0,0.079,1.24,,,96,17.708,16.279,3.003,99.711,18.393,11755,1884228,347.564,2.168,22983,4.239,0.025,39.3,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-09,25325,593,569.429,285,0,0.429,4671.439,109.385,105.037,52.571,0,0.079,1.22,,,97,17.893,,,,,31137,1915365,353.307,5.744,23424,4.321,0.024,41.1,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-10,25887,562,561.571,285,0,0.429,4775.105,103.666,103.587,52.571,0,0.079,1.21,,,104,19.184,,,,,25721,1941086,358.052,4.744,23192,4.278,0.024,41.3,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-11,26511,624,561.857,285,0,0.429,4890.208,115.103,103.64,52.571,0,0.079,1.19,,,95,17.524,,,,,23879,1964965,362.457,4.405,22904,4.225,0.025,40.8,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-12,27228,717,571.286,291,6,1,5022.465,132.258,105.379,53.678,1.107,0.184,1.17,,,110,20.291,,,,,23690,1988655,366.826,4.37,22307,4.115,0.026,39,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-13,27916,688,583,294,3,1.286,5149.374,126.908,107.54,54.231,0.553,0.237,1.15,,,109,20.106,,,,,22181,2010836,370.918,4.091,21563,3.978,0.027,37,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-14,28434,518,598.714,294,0,1.286,5244.924,95.55,110.439,54.231,0,0.237,1.13,,,117,21.582,,,,,9925,2020761,372.749,1.831,21184,3.908,0.028,35.4,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-15,28434,0,528.857,294,0,1.286,5244.924,0,97.553,54.231,0,0.237,1.11,,,127,23.426,18.314,3.378,111.921,20.645,10973,2031734,374.773,2.024,21072,3.887,0.025,39.8,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-16,28434,0,444.143,294,0,1.286,5244.924,0,81.926,54.231,0,0.237,1.12,,,135,24.902,,,,,28509,2060243,380.032,5.259,20697,3.818,0.021,46.6,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-17,30114,1680,603.857,298,4,1.857,5554.816,309.892,111.387,54.969,0.738,0.343,1.16,,,139,25.64,,,,,21827,2082070,384.058,4.026,20141,3.715,0.03,33.4,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-18,30770,656,608.429,300,2,2.143,5675.821,121.005,112.23,55.338,0.369,0.395,1.12,,,143,26.378,,,,,21612,2103682,388.044,3.987,19817,3.655,0.031,32.6,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-19,31441,671,601.857,305,5,2,5799.594,123.772,111.018,56.26,0.922,0.369,1.09,,,138,25.455,,,,,19404,2123086,391.624,3.579,19204,3.542,0.031,31.9,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-20,32014,573,585.429,306,1,1.714,5905.289,105.695,107.988,56.445,0.184,0.316,1.05,,,127,23.426,,,,,18158,2141244,394.973,3.349,18630,3.436,0.031,31.8,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-21,32352,338,559.714,306,0,1.714,5967.636,62.347,103.245,56.445,0,0.316,1.01,,,124,22.873,,,,,8313,2149557,396.506,1.533,18399,3.394,0.03,32.9,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-22,32765,413,618.714,306,0,1.714,6043.818,76.182,114.128,56.445,0,0.316,0.99,,,129,23.795,24.419,4.504,110.903,20.457,8385,2157942,398.053,1.547,18030,3.326,0.034,29.1,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-23,33183,418,678.429,311,5,2.429,6120.922,77.104,125.143,57.367,0.922,0.448,0.97,,,138,25.455,,,,,25787,2183729,402.81,4.757,17641,3.254,0.038,26,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-24,33717,534,514.714,314,3,2.286,6219.424,98.501,94.944,57.92,0.553,0.422,0.96,,,128,23.611,,,,,19530,2203259,406.412,3.602,17313,3.194,0.03,33.6,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-25,34268,551,499.714,316,2,2.286,6321.061,101.637,92.177,58.289,0.369,0.422,0.95,,,116,21.397,,,,,19436,2222695,409.997,3.585,17002,3.136,0.029,34,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-26,34748,480,472.429,316,0,1.571,6409.601,88.541,87.144,58.289,0,0.29,0.93,,,123,22.689,,,,,18610,2241305,413.43,3.433,16888,3.115,0.028,35.7,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-27,35193,445,454.143,328,12,3.143,6491.686,82.085,83.771,60.503,2.214,0.58,0.92,,,121,22.32,,,,,15949,2257254,416.372,2.942,16573,3.057,0.027,36.5,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-28,35546,353,456.286,328,0,3.143,6556.8,65.114,84.166,60.503,0,0.58,0.9,,,118,21.766,,,,,7029,2264283,417.669,1.297,16389,3.023,0.028,35.9,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-29,35828,282,437.571,328,0,3.143,6608.818,52.018,80.714,60.503,0,0.58,0.9,,,123,22.689,13.227,2.44,96.659,17.83,7110,2271393,418.98,1.312,16207,2.99,0.027,37,people tested,,,,,,,,,
NOR,Europe,Norway,2020-11-30,36150,322,423.857,332,4,3,6668.214,59.396,78.185,61.241,0.738,0.553,0.9,,,129,23.795,,,,,23006,2294399,423.224,4.244,15810,2.916,0.027,37.3,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-01,36591,441,410.571,334,2,2.857,6749.56,81.347,75.734,61.609,0.369,0.527,0.91,,,128,23.611,,,,,18357,2312756,426.61,3.386,15642,2.885,0.026,38.1,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-02,36969,378,385.857,351,17,5,6819.286,69.726,71.175,64.745,3.136,0.922,0.91,,,128,23.611,,,,,17642,2330398,429.864,3.254,15386,2.838,0.025,39.9,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-03,37371,402,374.714,353,2,5.286,6893.439,74.153,69.12,65.114,0.369,0.975,0.91,,,111,20.475,,,,,17586,2347984,433.108,3.244,15240,2.811,0.025,40.7,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-04,37801,430,372.571,354,1,3.714,6972.756,79.318,68.724,65.299,0.184,0.685,0.92,,,128,23.611,,,,,15707,2363691,436.005,2.897,15205,2.805,0.025,40.8,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-05,38073,272,361,354,0,3.714,7022.929,50.173,66.59,65.299,0,0.685,0.92,,,131,24.164,,,,,6801,2370492,437.26,1.255,15173,2.799,0.024,42,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-06,38323,250,356.429,354,0,3.714,7069.044,46.115,65.747,65.299,0,0.685,0.93,,,132,24.349,19.332,3.566,111.921,20.645,7390,2377882,438.623,1.363,15213,2.806,0.023,42.7,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-07,38703,380,364.714,359,5,3.857,7139.139,70.095,67.275,66.221,0.922,0.711,0.94,,,151,27.853,,,,,23705,2401587,442.996,4.373,15313,2.825,0.024,42,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-08,39163,460,367.429,361,2,3.857,7223.99,84.851,67.776,66.59,0.369,0.711,0.96,,,139,25.64,,,,,19041,2420628,446.508,3.512,15410,2.843,0.024,41.9,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-09,39525,362,365.143,361,0,1.429,7290.765,66.774,67.354,66.59,0,0.264,0.97,,,132,24.349,,,,,18910,2439538,449.996,3.488,15591,2.876,0.023,42.7,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-10,40023,498,378.857,382,21,4.143,7382.626,91.861,69.884,70.464,3.874,0.764,0.98,,,136,25.087,,,,,19337,2458875,453.563,3.567,15842,2.922,0.024,41.8,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-11,40439,416,376.857,387,5,4.714,7459.361,76.735,69.515,71.386,0.922,0.87,0.98,,,132,24.349,,,,,17842,2476717,456.854,3.291,16147,2.978,0.023,42.8,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-12,40803,364,390,387,0,4.714,7526.504,67.143,71.939,71.386,0,0.87,0.98,,,118,21.766,,,,,9002,2485719,458.515,1.661,16461,3.036,0.024,42.2,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-13,41003,200,382.857,387,0,4.714,7563.396,36.892,70.622,71.386,0,0.87,0.99,,,121,22.32,21.367,3.941,81.397,15.014,9136,2494855,460.2,1.685,16710,3.082,0.023,43.6,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-14,41334,331,375.857,393,6,4.857,7624.452,61.056,69.33,72.493,1.107,0.896,1.01,,,133,24.533,,,,,26085,2520940,465.012,4.812,17050,3.145,0.022,45.4,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-15,41852,518,384.143,395,2,4.857,7720.002,95.55,70.859,72.862,0.369,0.896,1.03,,,126,23.242,,,,,22616,2543556,469.183,4.172,17561,3.239,0.022,45.7,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-16,42312,460,398.143,402,7,5.857,7804.854,84.851,73.441,74.153,1.291,1.08,1.04,,,133,24.533,,,,,23162,2566718,473.456,4.272,18169,3.351,0.022,45.6,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-17,42776,464,393.286,404,2,3.143,7890.443,85.589,72.545,74.522,0.369,0.58,1.04,,,121,22.32,,,,,23954,2590672,477.874,4.419,18828,3.473,0.021,47.9,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-18,43207,431,395.429,404,0,2.429,7969.945,79.502,72.941,74.522,0,0.448,1.04,,,122,22.504,,,,,24273,2614945,482.352,4.477,19747,3.643,0.02,49.9,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-19,43582,375,397,404,0,2.429,8039.117,69.172,73.23,74.522,0,0.448,1.05,,,136,25.087,,,,,13327,2628272,484.81,2.458,20365,3.757,0.019,51.3,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-20,43905,323,414.571,404,0,2.429,8098.698,59.58,76.472,74.522,0,0.448,1.05,,,138,25.455,14.244,2.628,97.676,18.017,12715,2640987,487.155,2.345,20876,3.851,0.02,50.4,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-21,44336,431,428.857,405,1,1.714,8178.2,79.502,79.107,74.706,0.184,0.316,1.07,,,146,26.931,,,,,31802,2672789,493.022,5.866,21693,4.001,0.02,50.6,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-22,44932,596,440,405,0,1.429,8288.138,109.938,81.162,74.706,0,0.264,1.08,,,138,25.455,,,,,26561,2699350,497.921,4.899,22256,4.105,0.02,50.6,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-23,45455,523,449,421,16,2.714,8384.61,96.472,82.822,77.657,2.951,0.501,1.08,,,129,23.795,,,,,18381,2717731,501.312,3.391,21573,3.979,0.021,48,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-24,45931,476,450.714,421,0,2.429,8472.413,87.803,83.139,77.657,0,0.448,1.07,,,123,22.689,,,,,6106,2723837,502.438,1.126,19024,3.509,0.024,42.2,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-25,46248,317,434.429,421,0,2.429,8530.886,58.474,80.135,77.657,0,0.448,1.07,,,113,20.844,,,,,6590,2730427,503.653,1.216,16497,3.043,0.026,38,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-26,46678,430,442.286,421,0,2.429,8610.204,79.318,81.584,77.657,0,0.448,1.08,,,112,20.659,,,,,10924,2741351,505.668,2.015,16154,2.98,0.027,36.5,people tested,,,,,,,,,
NOR,Europe,Norway,2020-12-27,47059,381,450.571,421,0,2.429,8680.483,70.279,83.112,77.657,0,0.448,1.09,,,129,23.795,14.244,2.628,80.379,14.827,10303,2751654,507.569,1.9,15810,2.916,0.028,35.1,people tested,5,5,,,,0,0,,
NOR,Europe,Norway,2020-12-28,47585,526,464.143,429,8,3.429,8777.509,97.026,85.616,79.133,1.476,0.632,1.1,,,141,26.009,,,,,21777,2773431,511.586,4.017,14377,2.652,0.032,31,people tested,606,606,,601,601,0.01,0.01,,111
NOR,Europe,Norway,2020-12-29,48278,693,478,433,4,4,8905.339,127.83,88.172,79.871,0.738,0.738,1.11,,,151,27.853,,,,,19354,2792785,515.156,3.57,13348,2.462,0.036,27.9,people tested,1674,1674,,1068,834,0.03,0.03,,154
NOR,Europe,Norway,2020-12-30,49010,732,507.857,436,3,2.143,9040.364,135.024,93.679,80.424,0.553,0.395,1.11,,,145,26.747,,,,,19148,2811933,518.688,3.532,13457,2.482,0.038,26.5,people tested,2098,2098,,424,698,0.04,0.04,,129
NOR,Europe,Norway,2020-12-31,49567,557,519.429,436,0,2.143,9143.108,102.744,95.814,80.424,0,0.395,1.1,,,140,25.824,,,,,9071,2821004,520.361,1.673,13881,2.56,0.037,26.7,people tested,2170,2170,,72,541,0.04,0.04,,100
NOR,Europe,Norway,2021-01-01,49803,236,507.857,436,0,2.143,9186.64,43.532,93.679,80.424,0,0.395,1.08,,,126,23.242,,,,,7277,2828281,521.704,1.342,13979,2.579,0.036,27.5,people tested,2176,2176,,6,434,0.04,0.04,,80
NOR,Europe,Norway,2021-01-02,50266,463,512.571,436,0,2.143,9272.045,85.405,94.549,80.424,0,0.395,1.09,,,127,23.426,,,,,15319,2843600,524.529,2.826,14607,2.694,0.035,28.5,people tested,2176,2176,,0,362,0.04,0.04,,67
NOR,Europe,Norway,2021-01-03,50716,450,522.429,436,0,2.143,9355.052,83.007,96.367,80.424,0,0.395,1.09,,,128,23.611,11.192,2.064,98.694,18.205,15303,2858903,527.352,2.823,15321,2.826,0.034,29.3,people tested,2176,2176,,0,310,0.04,0.04,,57
NOR,Europe,Norway,2021-01-04,51245,529,522.857,449,13,2.857,9452.631,97.579,96.446,82.822,2.398,0.527,1.11,,,129,23.795,,,,,37943,2896846,534.351,6.999,17631,3.252,0.03,33.7,people tested,2182,2182,,6,225,0.04,0.04,,42
NOR,Europe,Norway,2021-01-05,52180,935,557.429,452,3,2.714,9625.101,172.47,102.823,83.376,0.553,0.501,1.12,,,133,24.533,,,,,31719,2928565,540.202,5.851,19397,3.578,0.029,34.8,people tested,5616,5616,,3434,563,0.1,0.1,,104
NOR,Europe,Norway,2021-01-06,52967,787,565.286,465,13,4.143,9770.27,145.17,104.272,85.774,2.398,0.764,1.1,,,129,23.795,,,,,29830,2958395,545.704,5.502,20923,3.859,0.027,37,people tested,14622,14622,,9006,1789,0.27,0.27,,330
NOR,Europe,Norway,2021-01-07,53792,825,603.571,467,2,4.429,9922.45,152.179,111.335,86.143,0.369,0.817,1.08,,,127,23.426,,,,,29206,2987601,551.092,5.387,23800,4.39,0.025,39.4,people tested,21188,21188,,6566,2717,0.39,0.39,,501
NOR,Europe,Norway,2021-01-08,54476,684,667.571,472,5,5.143,10048.62,126.17,123.14,87.065,0.922,0.949,1.05,,,131,24.164,,,,,27633,3015234,556.189,5.097,26708,4.927,0.025,40,people tested,22801,22801,,1613,2946,0.42,0.42,,543
NOR,Europe,Norway,2021-01-09,54919,443,664.714,472,0,5.143,10130.335,81.716,122.613,87.065,0,0.949,1.02,,,125,23.057,,,,,15378,3030612,559.025,2.837,26716,4.928,0.025,40.2,people tested,22935,22935,,134,2966,0.42,0.42,,547
NOR,Europe,Norway,2021-01-10,55474,555,679.714,472,0,5.143,10232.711,102.375,125.38,87.065,0,0.949,0.99,,,143,26.378,23.402,4.317,92.589,17.079,14643,3045255,561.726,2.701,26622,4.911,0.026,39.2,people tested,23042,23042,,107,2981,0.43,0.43,,550
NOR,Europe,Norway,2021-01-11,55903,429,665.429,478,6,4.143,10311.844,79.133,122.745,88.172,1.107,0.764,0.97,,,147,27.116,,,,,32569,3077824,567.734,6.008,25854,4.769,0.026,38.9,people tested,23390,23390,,348,3030,0.43,0.43,,559
NOR,Europe,Norway,2021-01-12,56615,712,633.571,482,4,4.286,10443.179,131.335,116.868,88.91,0.738,0.791,0.96,,,149,27.484,,,,,23535,3101359,572.075,4.341,24685,4.553,0.026,39,people tested,27693,27693,,4303,3154,0.51,0.51,,582
NOR,Europe,Norway,2021-01-13,57282,667,616.429,509,27,6.286,10566.213,123.035,113.706,93.89,4.98,1.159,0.93,,,156,28.776,,,,,22250,3123609,576.18,4.104,23602,4.354,0.026,38.3,people tested,37417,37417,,9724,3256,0.69,0.69,,601
NOR,Europe,Norway,2021-01-14,57736,454,563.429,511,2,6.286,10649.958,83.745,103.93,94.259,0.369,1.159,0.9,,,164,30.251,,,,,20163,3143772,579.899,3.719,22310,4.115,0.025,39.6,people tested,45863,45863,,8446,3525,0.85,0.85,,650
NOR,Europe,Norway,2021-01-15,58202,466,532.286,517,6,6.429,10735.916,85.958,98.185,95.366,1.107,1.186,0.88,,,158,29.145,,,,,18573,3162345,583.325,3.426,21016,3.877,0.025,39.5,people tested,50354,50354,,4491,3936,0.93,0.93,,726
NOR,Europe,Norway,2021-01-16,58445,243,503.714,517,0,6.429,10780.74,44.824,92.915,95.366,0,1.186,0.85,,,150,27.669,,,,,8648,3170993,584.92,1.595,20054,3.699,0.025,39.8,people tested,51087,51087,,733,4022,0.94,0.94,,742
NOR,Europe,Norway,2021-01-17,58651,206,453.857,517,0,6.429,10818.739,37.999,83.718,95.366,0,1.186,0.84,,,158,29.145,15.262,2.815,90.554,16.704,8644,3179637,586.514,1.594,19197,3.541,0.024,42.3,people tested,51433,51428,5,346,4056,0.95,0.95,0,748
NOR,Europe,Norway,2021-01-18,59034,383,447.286,521,4,6.143,10889.387,70.648,82.506,96.103,0.738,1.133,0.84,,,152,28.038,,,,,23253,3202890,590.804,4.289,17867,3.296,0.025,39.9,people tested,52988,52700,288,1555,4228,0.98,0.97,0.01,780
NOR,Europe,Norway,2021-01-19,59456,422,405.857,525,4,6.143,10967.229,77.842,74.864,96.841,0.738,1.133,0.84,,,132,24.349,,,,,17855,3220745,594.097,3.294,17055,3.146,0.024,42,people tested,58306,57251,1055,5318,4373,1.08,1.06,0.02,807
NOR,Europe,Norway,2021-01-20,59887,431,372.143,543,18,4.857,11046.731,79.502,68.645,100.162,3.32,0.896,0.84,,,124,22.873,,,,,17548,3238293,597.334,3.237,16383,3.022,0.023,44,people tested,68952,67205,1747,10646,4505,1.27,1.24,0.03,831
NOR,Europe,Norway,2021-01-21,60259,372,360.429,544,1,4.714,11115.35,68.619,66.485,100.346,0.184,0.87,0.84,,,125,23.057,,,,,15218,3253511,600.141,2.807,15677,2.892,0.023,43.5,people tested,77416,75501,1915,8464,4508,1.43,1.39,0.04,832
NOR,Europe,Norway,2021-01-22,60565,306,337.571,544,0,3.857,11171.794,56.445,62.268,100.346,0,0.711,0.84,,,131,24.164,,,,,15005,3268516,602.909,2.768,15167,2.798,0.022,44.9,people tested,80696,78774,1922,3280,4335,1.49,1.45,0.04,800
NOR,Europe,Norway,2021-01-23,60803,238,336.857,544,0,3.857,11215.696,43.901,62.137,100.346,0,0.711,,,,129,23.795,,,,,8474,3276990,604.472,1.563,15142,2.793,0.022,45,people tested,81049,79127,1922,353,4280,1.5,1.46,0.04,789
NOR,Europe,Norway,2021-01-24,61082,279,347.286,544,0,3.857,11267.16,51.464,64.06,100.346,0,0.711,,,,135,24.902,11.192,2.064,92.589,17.079,9578,3286568,606.239,1.767,15276,2.818,0.023,44,people tested,81114,79192,1922,65,4240,1.5,1.46,0.04,782
NOR,Europe,Norway,2021-01-25,61315,233,325.857,548,4,3.857,11310.139,42.979,60.107,101.084,0.738,0.711,,,,135,24.902,,,,,27907,3314475,611.387,5.148,15941,2.94,0.02,48.9,people tested,81689,79767,1922,575,4100,1.51,1.47,0.04,756
NOR,Europe,Norway,2021-01-26,61594,279,305.429,550,2,3.571,11361.603,51.464,56.339,101.453,0.369,0.659,,,,122,22.504,,,,,21336,3335811,615.322,3.936,16438,3.032,0.019,53.8,people tested,86052,82001,4051,4363,3964,1.59,1.51,0.07,731
NOR,Europe,Norway,2021-01-27,61961,367,296.286,556,6,1.857,11429.3,67.697,54.653,102.56,1.107,0.343,,,,120,22.135,,,,,20736,3356547,619.147,3.825,16893,3.116,0.018,57,people tested,104650,93171,11479,18598,5100,1.93,1.72,0.21,941
NOR,Europe,Norway,2021-01-28,62276,315,288.143,557,1,1.857,11487.405,58.105,53.151,102.744,0.184,0.343,,,,104,19.184,,,,,20420,3376967,622.914,3.767,17637,3.253,0.016,61.2,people tested,121896,103886,18010,17246,6354,2.25,1.92,0.33,1172
NOR,Europe,Norway,2021-01-29,62575,299,287.143,564,7,2.857,11542.558,55.153,52.966,104.035,1.291,0.527,,,,99,18.261,,,,,17945,3394912,626.224,3.31,18057,3.331,0.016,62.9,people tested,127653,107587,20066,5757,6708,2.35,1.98,0.37,1237
NOR,Europe,Norway,2021-01-30,62793,218,284.286,564,0,2.857,11582.77,40.212,52.439,104.035,0,0.527,,,,87,16.048,,,,,7325,3402237,627.575,1.351,17892,3.3,0.016,62.9,people tested,127950,107716,20234,297,6700,2.36,1.99,0.37,1236
NOR,Europe,Norway,2021-01-31,62966,173,269.143,564,0,2.857,11614.682,31.912,49.646,104.035,0,0.527,,,,90,16.601,10.175,1.877,42.733,7.883,7138,3409375,628.892,1.317,17544,3.236,0.015,65.2,people tested,128080,107796,20284,130,6709,2.36,1.99,0.37,1238
NOR,Europe,Norway,2021-02-01,63262,296,278.143,567,3,2.714,11669.282,54.6,51.306,104.589,0.553,0.501,,,,,,,,,,22599,3431974,633.06,4.169,16786,3.096,0.017,60.4,people tested,128537,107955,20582,457,6693,2.37,1.99,0.38,1235
NOR,Europe,Norway,2021-02-02,63553,291,279.857,568,1,2.571,11722.959,53.678,51.622,104.773,0.184,0.474,,,,,,,,,,17808,3449782,636.345,3.285,16282,3.003,0.017,58.2,people tested,137817,114137,23680,9280,7395,2.54,2.11,0.44,1364
NOR,Europe,Norway,2021-02-03,63839,286,268.286,574,6,2.571,11775.715,52.755,49.488,105.88,1.107,0.474,,,,,,,,,,17935,3467717,639.654,3.308,15881,2.929,0.017,59.2,people tested,170226,138394,31832,32409,9368,3.14,2.55,0.59,1728
NOR,Europe,Norway,2021-02-04,64212,373,276.571,582,8,3.571,11844.518,68.803,51.016,107.355,1.476,0.659,,,,,,,,,,17628,3485345,642.905,3.252,15483,2.856,0.018,56,people tested,203711,163427,40284,33485,11688,3.76,3.01,0.74,2156
NOR,Europe,Norway,2021-02-05,64483,271,272.571,582,0,2.571,11894.507,49.989,50.278,107.355,0,0.474,,,,,,,,,,16054,3501399,645.867,2.961,15212,2.806,0.018,55.8,people tested,218602,173604,44998,14891,12993,4.03,3.2,0.83,2397
NOR,Europe,Norway,2021-02-06,64653,170,265.714,582,0,2.571,11925.865,31.358,49.014,107.355,0,0.474,,,,,,,,,,7569,3508968,647.263,1.396,15247,2.812,0.017,57.4,people tested,220027,174298,45729,1425,13154,4.06,3.22,0.84,2426
NOR,Europe,Norway,2021-02-07,64772,119,258,582,0,2.571,11947.816,21.951,47.591,107.355,0,0.474,,,,,,,,,,6861,3515829,648.528,1.266,15208,2.805,0.017,58.9,people tested,220637,174614,46023,610,13222,4.07,3.22,0.85,2439
NOR,Europe,Norway,2021-02-08,65118,346,265.143,582,0,2.143,12011.639,63.823,48.908,107.355,0,0.395,,,,,,,,,,21736,3537565,652.538,4.009,15084,2.782,0.018,56.9,people tested,221673,174731,46942,1036,13305,4.09,3.22,0.87,2454
NOR,Europe,Norway,2021-02-09,65338,220,255,583,1,2.143,12052.22,40.581,47.037,107.54,0.184,0.395,,,,,,,,,,,,,,,,,,,229539,179698,49841,7866,13103,4.23,3.31,0.92,2417
NOR,Europe,Norway,2021-02-10,65547,209,244,592,9,2.571,12090.772,38.552,45.008,109.2,1.66,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,Europe,Serbia,2020-02-26,,,,,,,,,,,,,,,,,,,,,,,16,0.002,,,,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-02-27,,,,,,,,,,,,,,,,,,,,,,9,25,0.004,0.001,,,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-02-28,,,,,,,,,,,,,,,,,,,,,,5,30,0.004,0.001,,,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-02-29,,,,,,,,,,,,,,,,,,,,,,3,33,0.005,0,,,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-01,,,,,,,,,,,,,,,,,,,,,,3,36,0.005,0,,,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-02,,,,,,,,,,,,,,,,,,,,,,9,45,0.007,0.001,,,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-03,,,,,,,,,,,,,,,,,,,,,,1,46,0.007,0,,,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-04,,,,,,,,,,,,,,,,,,,,,,4,50,0.007,0.001,5,0.001,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.001,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-06,1,1,,,,,0.147,0.147,,,,,,,,,,,,,,,67,0.01,,5,0.001,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-07,1,0,,,,,0.147,0,,,,,,,,,,,,,,24,91,0.013,0.004,8,0.001,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-08,1,0,,,,,0.147,0,,,,,,,,,,,,,,3,94,0.014,0,8,0.001,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-09,1,0,,,,,0.147,0,,,,,,,,,,,,,,7,101,0.015,0.001,8,0.001,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-10,5,4,,,,,0.735,0.588,,,,,,,,,,,,,,16,117,0.017,0.002,10,0.001,,,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-11,12,7,1.714,,,0,1.764,1.029,0.252,,,0,,,,,,,,,,34,151,0.022,0.005,14,0.002,0.122,8.2,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-12,19,7,2.714,,,0,2.792,1.029,0.399,,,0,,,,,,,,,,34,185,0.027,0.005,18,0.003,0.151,6.6,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-13,35,16,4.857,,,0,5.144,2.351,0.714,,,0,,,,,,,,,,54,239,0.035,0.008,25,0.004,0.194,5.1,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-14,46,11,6.429,,,0,6.76,1.617,0.945,,,0,,,,,,,,,,29,268,0.039,0.004,25,0.004,0.257,3.9,people tested,,,,,,,,,
SRB,Europe,Serbia,2020-03-15,48,2,6.714,,,0,7.054,0.294,0.987,,,0,,,,,,,,,,15,283,0.042,0.002,27,0.004,0.249,4,people tested,,,,,,,,,
