location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
European Union,2020-11-26,11164352,159387,148895.143,254867,3856,3531.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-11-27,11319413,155061,144069.286,259260,4393,3549.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-11-28,11438711,119298,140057.429,262091,2831,3568.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-11-29,11524957,86246,137294.857,264210,2119,3572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-11-30,11621065,96108,133744.429,267466,3256,3569.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-01,11749733,128668,129381.571,271775,4309,3516.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-02,11885647,135914,125811.714,275684,3909,3524.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-03,12032407,146760,124007.857,279654,3970,3541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-04,12168717,136310,121329.143,283678,4024,3488.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-05,12294223,125506,122216,286445,2767,3479.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-06,12386754,92531,123113.857,288556,2111,3478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-07,12465086,78332,120574.429,291374,2818,3415.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-08,12594710,129624,120711,295149,3775,3339.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-09,12731389,136679,120820.286,298701,3552,3288.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-10,12886208,154819,121971.571,302496,3795,3263.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-11,13033824,147616,123586.714,306587,4091,3272.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-12,13146169,112345,121706.571,309209,2622,3252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-13,13262616,116447,125123.143,311530,2321,3282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-14,13346686,84070,125942.857,314475,2945,3300.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-15,13489247,142561,127791,319132,4657,3426.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-16,13650232,160985,131263.286,323296,4164,3513.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-17,13811931,161699,132246.143,327106,3810,3515.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-18,13969915,157984,133727.286,331199,4093,3516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-19,14094744,124829,135510.714,333981,2782,3538.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-20,14183552,88808,131562.286,335862,1881,3476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-21,14282554,99002,133695.429,338869,3007,3484.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-22,14430716,148162,134495.571,343171,4302,3434.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-23,14586140,155424,133701.143,347023,3852,3389.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-24,14740504,154364,132653.286,349901,2878,3256.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-25,14838344,97840,124061.286,351865,1964,2952.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-26,14897974,59630,114747.143,353547,1682,2795.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-27,14959465,61491,110844.714,355258,1711,2770.857,NA,NA,NA,NA,NA,NA,48675,48675,NA,NA,NA,0.01,0.01,NA,NA
European Union,2020-12-28,15041634,82169,108440,358271,3013,2771.714,NA,NA,NA,NA,NA,NA,89189,88353,NA,40514,40514,0.02,0.02,NA,91
European Union,2020-12-29,15185932,144298,107888,363087,4816,2845.143,NA,NA,NA,NA,NA,NA,171041,169403,NA,81852,61183,0.04,0.04,NA,138
European Union,2020-12-30,15382684,196752,113792,367421,4334,2914,NA,NA,NA,NA,NA,NA,308339,305797,NA,137298,86555,0.07,0.07,NA,195
European Union,2020-12-31,15546390,163706,115126.571,370650,3229,2964.143,NA,NA,NA,NA,NA,NA,403367,394914,NA,95028,88673,0.09,0.09,NA,199
European Union,2021-01-01,15658938,112548,117227.714,372946,2296,3011.571,NA,NA,NA,NA,NA,NA,443945,434912,NA,40578,79054,0.1,0.1,NA,178
European Union,2021-01-02,15723449,64511,117925,374690,1744,3020.429,NA,NA,NA,NA,NA,NA,549237,540204,NA,105292,83427,0.12,0.12,NA,188
European Union,2021-01-03,15801138,77689,120239,376372,1682,3016.286,NA,NA,NA,NA,NA,NA,647134,631181,NA,97897,85494,0.15,0.14,NA,192
European Union,2021-01-04,15902356,101218,122960.286,379451,3079,3025.714,NA,NA,NA,NA,NA,NA,924206,900086,NA,277072,119288,0.21,0.2,NA,268
European Union,2021-01-05,16074925,172569,126999,384157,4706,3010,NA,NA,NA,NA,NA,NA,1221377,1189652,NA,297171,150048,0.27,0.27,NA,337
European Union,2021-01-06,16237424,162499,122105.714,387786,3629,2909.286,NA,NA,NA,NA,NA,NA,1475143,1421972,NA,253766,166686,0.33,0.32,NA,375
European Union,2021-01-07,16440456,203032,127723.714,391153,3367,2929,NA,NA,NA,NA,NA,NA,1867629,1779571,NA,392486,209180,0.42,0.4,NA,470
European Union,2021-01-08,16627703,187247,138395,395463,4310,3216.714,NA,NA,NA,NA,NA,NA,2254953,2151479,NA,387324,258715,0.51,0.48,NA,581
European Union,2021-01-09,16762320,134617,148410.143,398115,2652,3346.429,NA,NA,NA,NA,NA,NA,2444100,2335707,NA,189147,270695,0.55,0.52,NA,608
European Union,2021-01-10,16853987,91667,150407,399971,1856,3371.286,NA,NA,NA,NA,NA,NA,2653746,2492639,11,209646,286659,0.6,0.56,0,644
European Union,2021-01-11,16980633,126646,154039.571,403030,3059,3368.429,NA,NA,NA,NA,NA,NA,3078134,2907875,11,424388,307704,0.69,0.65,0,692
European Union,2021-01-12,17133499,152866,151224.857,407547,4517,3341.429,NA,NA,NA,NA,NA,NA,3539471,3328998,11,461337,331156,0.8,0.75,0,744
European Union,2021-01-13,17308003,174504,152939.857,411686,4139,3414.286,NA,NA,NA,NA,NA,NA,4114892,3831421,11,575421,377107,0.92,0.86,0,848
European Union,2021-01-14,17473977,165974,147645.857,415600,3914,3492.429,NA,NA,NA,NA,NA,NA,4657086,4343282,141,542194,398494,1.05,0.98,0,896
European Union,2021-01-15,17622363,148386,142094.286,419129,3529,3380.857,NA,NA,NA,NA,NA,NA,5192169,4845686,643,535083,419602,1.17,1.09,0,943
European Union,2021-01-16,17707773,85410,135064.714,421749,2620,3376.286,NA,NA,NA,NA,NA,NA,5402873,5052936,1096,210704,422682,1.21,1.14,0,950
European Union,2021-01-17,17810752,102979,136680.714,423812,2063,3405.857,NA,NA,NA,NA,NA,NA,5646917,5230314,21589,244044,427596,1.27,1.18,0,961
European Union,2021-01-18,17945986,135234,137907.571,426295,2483,3323.571,NA,NA,NA,NA,NA,NA,6121816,5759255,59113,474899,434812,1.38,1.29,0.01,977
European Union,2021-01-19,18081201,135215,135386,431311,5016,3394.857,NA,NA,NA,NA,NA,NA,6625410,6179224,119699,503594,440848,1.49,1.39,0.03,991
European Union,2021-01-20,18255828,174627,135403.571,435662,4351,3425.143,NA,NA,NA,NA,NA,NA,7219182,6611980,213273,593772,443470,1.62,1.49,0.05,997
European Union,2021-01-21,18406085,150257,133158.286,439464,3802,3409.143,NA,NA,NA,NA,NA,NA,7777341,7041215,331744,558159,445751,1.75,1.58,0.07,1002
European Union,2021-01-22,18560280,154195,133988.143,443397,3933,3466.857,NA,NA,NA,NA,NA,NA,8430119,7464850,414555,652778,462564,1.89,1.68,0.09,1040
European Union,2021-01-23,18664387,104107,136659.143,445751,2354,3428.857,NA,NA,NA,NA,NA,NA,8710634,7641570,503955,280515,472537,1.96,1.72,0.11,1062
European Union,2021-01-24,18743781,79394,133289.857,447640,1889,3404,NA,NA,NA,NA,NA,NA,9081705,7897477,602504,371071,490684,2.04,1.78,0.14,1103
European Union,2021-01-25,18883993,140212,134001,450926,3286,3518.714,NA,NA,NA,NA,NA,NA,9579092,8275515,814858,497387,493897,2.15,1.86,0.18,1110
European Union,2021-01-26,19013869,129876,133238.286,454976,4050,3380.714,NA,NA,NA,NA,NA,NA,10207437,8731026,1118803,628345,511718,2.29,1.96,0.25,1150
European Union,2021-01-27,19173778,159909,131135.714,458880,3904,3316.857,NA,NA,NA,NA,NA,NA,10823501,9229497,1363778,616064,514903,2.43,2.07,0.31,1157
European Union,2021-01-28,19300372,126594,127755.286,462851,3971,3341,NA,NA,NA,NA,NA,NA,11502952,9603877,1680519,679451,532230,2.59,2.16,0.38,1196
European Union,2021-01-29,19463923,163551,129091.857,466840,3989,3349,NA,NA,NA,NA,NA,NA,12087895,9885227,1954574,584943,522539,2.72,2.22,0.44,1174
European Union,2021-01-30,19566738,102815,128907.286,469688,2848,3419.571,NA,NA,NA,NA,NA,NA,12439439,10041876,2146588,351544,532686,2.8,2.26,0.48,1197
European Union,2021-01-31,19633934,67196,127164.714,471122,1434,3354.571,NA,NA,NA,NA,NA,NA,12935264,10265701,2456291,495825,550508,2.91,2.31,0.55,1237
European Union,2021-02-01,19757246,123312,124750.429,474528,3406,3371.714,NA,NA,NA,NA,NA,NA,13530765,10455821,2787979,595501,564525,3.04,2.35,0.63,1269
European Union,2021-02-02,19873376,116130,122786.714,479020,4492,3434.857,NA,NA,NA,NA,NA,NA,14219913,10721822,3177100,689148,573211,3.2,2.41,0.71,1288
European Union,2021-02-03,20010718,137342,119562.857,482839,3819,3422.714,NA,NA,NA,NA,NA,NA,14989371,11007026,3639093,769458,595124,3.37,2.47,0.82,1338
European Union,2021-02-04,20118442,107724,116867.143,486121,3282,3324.286,NA,NA,NA,NA,NA,NA,15863483,11348200,4145599,874112,622933,3.57,2.55,0.93,1400
European Union,2021-02-05,20265211,146769,114469.714,490216,4095,3339.429,NA,NA,NA,NA,NA,NA,16531527,11605746,4537515,668044,634805,3.72,2.61,1.02,1427
European Union,2021-02-06,20349973,84762,111890.714,492242,2026,3222,NA,NA,NA,NA,NA,NA,16891828,11746346,4742820,360301,636056,3.8,2.64,1.07,1430
European Union,2021-02-07,20418116,68143,112026,493667,1425,3220.714,NA,NA,NA,NA,NA,NA,17234502,11839452,4959517,342674,614177,3.87,2.66,1.11,1380
European Union,2021-02-08,20502181,84065,106419.286,496659,2992,3161.571,NA,NA,NA,NA,NA,NA,17669623,12011588,5215153,435121,591265,3.97,2.7,1.17,1329
European Union,2021-02-09,20593535,91354,102879.857,500809,4150,3112.714,NA,NA,NA,NA,NA,NA,18364345,12342298,5571853,694722,592062,4.13,2.77,1.25,1331
European Union,2021-02-10,20709189,115654,99781.571,504216,3407,3053.857,NA,NA,NA,NA,NA,NA,18574849,12429192,5685453,210504,512211,4.17,2.79,1.28,1151
International,2020-02-07,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-08,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-09,64,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-10,135,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-11,135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-12,175,40,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-13,175,0,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-14,218,43,22.429,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-15,285,67,32,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-16,355,70,41.571,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-17,454,99,45.571,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-18,542,88,58.143,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-19,621,79,63.714,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-20,634,13,65.571,2,2,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-21,634,0,59.429,2,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-22,634,0,49.857,2,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-23,691,57,48,3,1,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-24,691,0,33.857,3,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-25,691,0,21.286,3,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-26,705,14,12,4,1,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-27,705,0,10.143,4,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-28,705,0,10.143,6,2,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-02-29,705,0,10.143,6,0,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-01,705,0,2,6,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-02,705,0,2,6,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-03,706,1,2.143,6,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-04,706,0,0.143,6,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-05,706,0,0.143,6,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-06,706,0,0.143,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-07,706,0,0.143,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-08,706,0,0.143,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-09,706,0,0.143,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-10,706,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-11,706,0,0,7,1,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-12,706,0,0,7,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-13,706,0,0,7,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-14,706,0,0,7,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-15,706,0,0,7,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-16,706,0,0,7,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-17,706,0,0,7,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-18,712,6,0.857,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-19,712,0,0.857,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-20,712,0,0.857,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-21,712,0,0.857,8,1,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-22,712,0,0.857,8,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-23,712,0,0.857,8,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-24,712,0,0.857,10,2,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-25,712,0,0,10,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-26,712,0,0,10,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-27,712,0,0,10,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-28,714,2,0.286,10,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-29,714,0,0.286,10,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-30,714,0,0.286,10,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-03-31,714,0,0.286,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-01,721,7,1.286,13,3,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-02,721,0,1.286,13,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-03,721,0,1.286,13,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-04,721,0,1,13,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-05,721,0,1,13,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-06,721,0,1,13,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-07,721,0,1,13,0,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-08,721,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-09,721,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-10,721,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-11,721,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-12,721,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-13,721,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-14,721,0,0,14,1,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-15,721,0,0,14,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-16,721,0,0,14,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-17,721,0,0,15,1,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-18,721,0,0,15,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-19,721,0,0,15,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-20,721,0,0,15,0,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-21,721,0,0,15,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-22,721,0,0,15,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-23,721,0,0,15,0,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-24,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-25,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-26,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-27,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-28,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-29,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-04-30,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-01,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-02,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-03,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-04,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-05,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-06,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-07,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-08,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-09,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-10,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-11,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-12,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-13,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-14,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-15,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-16,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-17,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-18,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-19,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-20,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-21,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-22,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-23,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-24,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-25,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-26,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
International,2020-05-27,721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
